player_name,age,year,overall_rating,potential,overall_rating_potential_diff,preferred_foot
Rachid Bouaouzan,28,2012,68.0,72.0,-4.0,right
Rachid Bouaouzan,27,2011,68.0,75.0,-7.0,right
Rachid Bouaouzan,25,2009,68.0,75.0,-7.0,right
Rachid Bouaouzan,24,2008,66.0,75.0,-9.0,right
Rachid Bouaouzan,23,2007,63.0,75.0,-12.0,right
Rachid Bourabia,30,2015,67.0,67.0,0.0,right
Rachid Bourabia,29,2014,66.0,66.0,0.0,right
Rachid Bourabia,28,2013,66.0,67.0,-1.0,right
Rachid Bourabia,27,2012,64.0,66.0,-2.0,right
Rachid Bourabia,26,2011,61.0,64.0,-3.0,right
Rachid Bourabia,22,2007,61.0,64.0,-3.0,right
Rachid Farssi,29,2014,65.0,65.0,0.0,left
Rachid Farssi,28,2013,65.0,65.0,0.0,left
Rachid Farssi,27,2012,66.0,66.0,0.0,left
Rachid Farssi,26,2011,65.0,67.0,-2.0,left
Rachid Farssi,25,2010,64.0,67.0,-3.0,left
Rachid Farssi,24,2009,63.0,67.0,-4.0,left
Rachid Farssi,23,2008,56.0,62.0,-6.0,left
Rachid Farssi,22,2007,52.0,58.0,-6.0,left
Rachid Ghezzal,24,2016,71.0,76.0,-5.0,left
Rachid Ghezzal,23,2015,71.0,78.0,-7.0,left
Rachid Ghezzal,22,2014,69.0,77.0,-8.0,left
Rachid Ghezzal,21,2013,68.0,77.0,-9.0,left
Rachid Ghezzal,20,2012,62.0,76.0,-14.0,left
Rachid Ghezzal,15,2007,62.0,76.0,-14.0,left
Radamel Falcao,30,2016,82.0,82.0,0.0,right
Radamel Falcao,29,2015,87.0,87.0,0.0,right
Radamel Falcao,28,2014,89.0,92.0,-3.0,right
Radamel Falcao,27,2013,90.0,92.0,-2.0,right
Radamel Falcao,26,2012,85.0,88.0,-3.0,right
Radamel Falcao,25,2011,83.0,87.0,-4.0,right
Radamel Falcao,24,2010,80.0,87.0,-7.0,right
Radamel Falcao,23,2009,78.0,86.0,-8.0,right
Radamel Falcao,22,2008,77.0,86.0,-9.0,right
Radamel Falcao,21,2007,61.0,86.0,-25.0,right
Rade Krunic,23,2016,66.0,74.0,-8.0,right
Rade Krunic,22,2015,65.0,73.0,-8.0,right
Rade Krunic,14,2007,65.0,73.0,-8.0,right
Radek Cerny,39,2013,66.0,66.0,0.0,left
Radek Cerny,38,2012,66.0,66.0,0.0,left
Radek Cerny,37,2011,66.0,66.0,0.0,left
Radek Cerny,36,2010,68.0,66.0,2.0,left
Radek Cerny,35,2009,72.0,66.0,6.0,left
Radek Cerny,34,2008,72.0,66.0,6.0,left
Radek Cerny,33,2007,62.0,65.0,-3.0,right
Radek Dejmek,28,2016,65.0,65.0,0.0,right
Radek Dejmek,27,2015,63.0,65.0,-2.0,right
Radek Dejmek,26,2014,63.0,65.0,-2.0,right
Radek Dejmek,25,2013,62.0,65.0,-3.0,right
Radek Dejmek,24,2012,62.0,65.0,-3.0,right
Radek Dejmek,23,2011,55.0,67.0,-12.0,right
Radek Dejmek,22,2010,54.0,67.0,-13.0,right
Radek Dejmek,21,2009,48.0,56.0,-8.0,right
Radek Dejmek,20,2008,46.0,56.0,-10.0,right
Radek Dejmek,19,2007,46.0,56.0,-10.0,right
Radek Petr,24,2011,64.0,72.0,-8.0,right
Radek Petr,23,2010,64.0,72.0,-8.0,right
Radek Petr,20,2007,64.0,72.0,-8.0,right
Radim Kucera,36,2010,70.0,74.0,-4.0,right
Radim Kucera,35,2009,71.0,74.0,-3.0,right
Radim Kucera,34,2008,72.0,74.0,-2.0,right
Radim Kucera,33,2007,66.0,70.0,-4.0,right
Radja Nainggolan,28,2016,83.0,84.0,-1.0,right
Radja Nainggolan,27,2015,81.0,85.0,-4.0,right
Radja Nainggolan,26,2014,80.0,85.0,-5.0,right
Radja Nainggolan,25,2013,78.0,82.0,-4.0,right
Radja Nainggolan,24,2012,78.0,86.0,-8.0,right
Radja Nainggolan,23,2011,73.0,83.0,-10.0,right
Radja Nainggolan,22,2010,63.0,70.0,-7.0,right
Radja Nainggolan,21,2009,63.0,70.0,-7.0,right
Radja Nainggolan,20,2008,49.0,61.0,-12.0,right
Radja Nainggolan,19,2007,46.0,61.0,-15.0,right
Radosav Petrovic,26,2015,64.0,67.0,-3.0,right
Radosav Petrovic,25,2014,64.0,67.0,-3.0,right
Radosav Petrovic,23,2012,64.0,67.0,-3.0,right
Radosav Petrovic,22,2011,73.0,80.0,-7.0,right
Radosav Petrovic,18,2007,73.0,80.0,-7.0,right
Radoslav Kovac,33,2012,59.0,59.0,0.0,right
Radoslav Kovac,32,2011,66.0,66.0,0.0,right
Radoslav Kovac,31,2010,69.0,75.0,-6.0,right
Radoslav Kovac,30,2009,70.0,76.0,-6.0,right
Radoslav Kovac,29,2008,70.0,76.0,-6.0,right
Radoslav Kovac,28,2007,73.0,76.0,-3.0,right
Radoslav Zabavnik,34,2014,68.0,68.0,0.0,right
Radoslav Zabavnik,33,2013,71.0,71.0,0.0,right
Radoslav Zabavnik,32,2012,68.0,68.0,0.0,right
Radoslav Zabavnik,31,2011,69.0,73.0,-4.0,right
Radoslav Zabavnik,30,2010,69.0,73.0,-4.0,right
Radoslav Zabavnik,29,2009,69.0,73.0,-4.0,right
Radoslav Zabavnik,27,2007,74.0,82.0,-8.0,right
Radoslaw Cierzniak,33,2016,66.0,66.0,0.0,right
Radoslaw Cierzniak,32,2015,66.0,66.0,0.0,right
Radoslaw Cierzniak,31,2014,63.0,63.0,0.0,right
Radoslaw Cierzniak,30,2013,64.0,64.0,0.0,right
Radoslaw Cierzniak,29,2012,64.0,64.0,0.0,right
Radoslaw Cierzniak,27,2010,64.0,64.0,0.0,right
Radoslaw Cierzniak,26,2009,64.0,64.0,0.0,right
Radoslaw Cierzniak,24,2007,64.0,64.0,0.0,right
Radoslaw Janukiewicz,32,2016,65.0,65.0,0.0,right
Radoslaw Janukiewicz,31,2015,67.0,67.0,0.0,right
Radoslaw Janukiewicz,30,2014,66.0,66.0,0.0,right
Radoslaw Janukiewicz,29,2013,65.0,68.0,-3.0,right
Radoslaw Janukiewicz,28,2012,61.0,62.0,-1.0,right
Radoslaw Janukiewicz,23,2007,61.0,62.0,-1.0,right
Radoslaw Murawski,22,2016,67.0,75.0,-8.0,right
Radoslaw Murawski,21,2015,60.0,71.0,-11.0,right
Radoslaw Murawski,20,2014,57.0,63.0,-6.0,right
Radoslaw Murawski,19,2013,55.0,63.0,-8.0,right
Radoslaw Murawski,18,2012,55.0,63.0,-8.0,right
Radoslaw Murawski,13,2007,55.0,63.0,-8.0,right
Radoslaw Pruchnik,30,2016,57.0,57.0,0.0,right
Radoslaw Pruchnik,29,2015,59.0,62.0,-3.0,right
Radoslaw Pruchnik,28,2014,61.0,62.0,-1.0,right
Radoslaw Pruchnik,26,2012,61.0,62.0,-1.0,right
Radoslaw Pruchnik,25,2011,61.0,62.0,-1.0,right
Radoslaw Pruchnik,21,2007,61.0,62.0,-1.0,right
Radoslaw Sobolewski,40,2016,67.0,67.0,0.0,right
Radoslaw Sobolewski,39,2015,66.0,66.0,0.0,right
Radoslaw Sobolewski,38,2014,66.0,66.0,0.0,right
Radoslaw Sobolewski,37,2013,64.0,64.0,0.0,right
Radoslaw Sobolewski,36,2012,69.0,69.0,0.0,right
Radoslaw Sobolewski,35,2011,71.0,76.0,-5.0,right
Radoslaw Sobolewski,34,2010,71.0,76.0,-5.0,right
Radoslaw Sobolewski,32,2008,71.0,76.0,-5.0,right
Radoslaw Sobolewski,31,2007,72.0,76.0,-4.0,right
Rafa Galvez,22,2015,61.0,68.0,-7.0,right
Rafa Galvez,21,2014,60.0,67.0,-7.0,right
Rafa Galvez,20,2013,56.0,64.0,-8.0,right
Rafa Galvez,19,2012,56.0,64.0,-8.0,right
Rafa Galvez,14,2007,56.0,64.0,-8.0,right
Rafa Garcia,28,2014,63.0,66.0,-3.0,right
Rafa Garcia,27,2013,61.0,65.0,-4.0,right
Rafa Garcia,26,2012,64.0,69.0,-5.0,right
Rafa Garcia,25,2011,66.0,69.0,-3.0,right
Rafa Garcia,24,2010,63.0,69.0,-6.0,right
Rafa Garcia,23,2009,58.0,69.0,-11.0,right
Rafa Garcia,21,2007,58.0,69.0,-11.0,right
Rafa Jorda,30,2014,67.0,67.0,0.0,right
Rafa Jorda,28,2012,67.0,67.0,0.0,right
Rafa Jorda,27,2011,68.0,70.0,-2.0,right
Rafa Jorda,26,2010,64.0,74.0,-10.0,right
Rafa Jorda,25,2009,65.0,74.0,-9.0,right
Rafa Jorda,24,2008,66.0,74.0,-8.0,right
Rafa Jorda,23,2007,67.0,72.0,-5.0,right
Rafa Lopez,31,2016,69.0,69.0,0.0,right
Rafa Lopez,30,2015,71.0,71.0,0.0,right
Rafa Lopez,29,2014,72.0,75.0,-3.0,right
Rafa Lopez,28,2013,74.0,75.0,-1.0,right
Rafa Lopez,27,2012,74.0,75.0,-1.0,right
Rafa Lopez,26,2011,75.0,80.0,-5.0,right
Rafa Lopez,25,2010,74.0,75.0,-1.0,right
Rafa Lopez,24,2009,71.0,75.0,-4.0,right
Rafa Lopez,23,2008,70.0,74.0,-4.0,right
Rafa Lopez,22,2007,67.0,71.0,-4.0,right
Rafa Silva,23,2016,78.0,84.0,-6.0,right
Rafa Silva,22,2015,76.0,86.0,-10.0,right
Rafa Silva,21,2014,74.0,84.0,-10.0,right
Rafa Silva,20,2013,72.0,84.0,-12.0,right
Rafa Silva,14,2007,72.0,84.0,-12.0,right
Rafa Soares,21,2016,66.0,79.0,-13.0,left
Rafa Soares,20,2015,68.0,82.0,-14.0,left
Rafa Soares,12,2007,68.0,82.0,-14.0,left
Rafa Sousa,28,2016,66.0,67.0,-1.0,left
Rafa Sousa,27,2015,65.0,68.0,-3.0,left
Rafa Sousa,26,2014,63.0,69.0,-6.0,left
Rafa Sousa,25,2013,63.0,71.0,-8.0,left
Rafa Sousa,19,2007,63.0,71.0,-8.0,left
Rafael Amorim,29,2016,65.0,65.0,0.0,left
Rafael Amorim,27,2014,64.0,69.0,-5.0,left
Rafael Amorim,20,2007,64.0,69.0,-5.0,left
Rafael Barber,33,2013,61.0,61.0,0.0,right
Rafael Barber,32,2012,63.0,63.0,0.0,right
Rafael Barber,31,2011,64.0,64.0,0.0,right
Rafael Barber,30,2010,67.0,77.0,-10.0,right
Rafael Barber,29,2009,71.0,77.0,-6.0,right
Rafael Barber,28,2008,71.0,79.0,-8.0,right
Rafael Barber,27,2007,67.0,78.0,-11.0,right
Rafael Bastos,30,2015,68.0,68.0,0.0,right
Rafael Bastos,29,2014,68.0,68.0,0.0,right
Rafael Bastos,28,2013,68.0,72.0,-4.0,right
Rafael Bastos,25,2010,68.0,72.0,-4.0,right
Rafael Bastos,24,2009,68.0,72.0,-4.0,right
Rafael Bastos,23,2008,68.0,65.0,3.0,right
Rafael Bastos,22,2007,65.0,65.0,0.0,right
Rafael Batatinha,23,2013,67.0,77.0,-10.0,right
Rafael Batatinha,22,2012,69.0,77.0,-8.0,right
Rafael Batatinha,17,2007,69.0,77.0,-8.0,right
Rafael Bracalli,34,2015,75.0,75.0,0.0,right
Rafael Bracalli,32,2013,75.0,76.0,-1.0,right
Rafael Bracalli,31,2012,77.0,79.0,-2.0,right
Rafael Bracalli,30,2011,77.0,79.0,-2.0,right
Rafael Bracalli,29,2010,76.0,79.0,-3.0,right
Rafael Bracalli,28,2009,70.0,73.0,-3.0,right
Rafael Bracalli,27,2008,63.0,65.0,-2.0,right
Rafael Bracalli,26,2007,60.0,65.0,-5.0,right
Rafael Crivellaro,27,2016,68.0,69.0,-1.0,left
Rafael Crivellaro,26,2015,68.0,70.0,-2.0,left
Rafael Crivellaro,25,2014,67.0,70.0,-3.0,right
Rafael Crivellaro,24,2013,62.0,73.0,-11.0,right
Rafael Crivellaro,22,2011,62.0,73.0,-11.0,right
Rafael Crivellaro,18,2007,62.0,73.0,-11.0,right
Rafael Defendi,32,2015,68.0,68.0,0.0,right
Rafael Defendi,31,2014,69.0,69.0,0.0,right
Rafael Defendi,24,2007,69.0,69.0,0.0,right
Rafael Dias,25,2016,65.0,69.0,-4.0,right
Rafael Dias,24,2015,65.0,69.0,-4.0,right
Rafael Dias,23,2014,65.0,73.0,-8.0,right
Rafael Dias,22,2013,64.0,77.0,-13.0,right
Rafael Dias,20,2011,59.0,72.0,-13.0,left
Rafael Dias,19,2010,59.0,72.0,-13.0,left
Rafael Dias,16,2007,59.0,72.0,-13.0,left
Rafael Galhardo,25,2016,73.0,77.0,-4.0,right
Rafael Galhardo,24,2015,73.0,77.0,-4.0,right
Rafael Galhardo,23,2014,73.0,77.0,-4.0,right
Rafael Galhardo,22,2013,68.0,77.0,-9.0,right
Rafael Galhardo,21,2012,66.0,77.0,-11.0,right
Rafael Galhardo,20,2011,66.0,74.0,-8.0,right
Rafael Galhardo,19,2010,61.0,71.0,-10.0,right
Rafael Galhardo,18,2009,61.0,71.0,-10.0,right
Rafael Galhardo,16,2007,61.0,71.0,-10.0,right
Rafael Lopes,25,2016,68.0,74.0,-6.0,right
Rafael Lopes,24,2015,68.0,74.0,-6.0,right
Rafael Lopes,23,2014,66.0,74.0,-8.0,right
Rafael Lopes,22,2013,66.0,74.0,-8.0,right
Rafael Lopes,21,2012,66.0,72.0,-6.0,right
Rafael Lopes,20,2011,65.0,78.0,-13.0,right
Rafael Lopes,16,2007,65.0,78.0,-13.0,right
Rafael Marques,32,2015,72.0,72.0,0.0,left
Rafael Marques,31,2014,73.0,73.0,0.0,left
Rafael Marques,30,2013,72.0,76.0,-4.0,left
Rafael Marques,29,2012,71.0,76.0,-5.0,left
Rafael Marques,28,2011,70.0,76.0,-6.0,left
Rafael Marques,27,2010,70.0,73.0,-3.0,left
Rafael Marques,26,2009,67.0,73.0,-6.0,right
Rafael Marques,25,2008,67.0,73.0,-6.0,right
Rafael Marques,24,2007,67.0,73.0,-6.0,right
Rafael Marquez,37,2016,75.0,75.0,0.0,right
Rafael Marquez,36,2015,76.0,76.0,0.0,right
Rafael Marquez,35,2014,75.0,75.0,0.0,right
Rafael Marquez,34,2013,70.0,70.0,0.0,right
Rafael Marquez,33,2012,75.0,75.0,0.0,right
Rafael Marquez,32,2011,80.0,85.0,-5.0,right
Rafael Marquez,31,2010,83.0,87.0,-4.0,right
Rafael Marquez,30,2009,84.0,87.0,-3.0,right
Rafael Marquez,29,2008,83.0,87.0,-4.0,right
Rafael Marquez,28,2007,86.0,88.0,-2.0,right
Rafael Martinho,28,2016,72.0,73.0,-1.0,left
Rafael Martinho,27,2015,72.0,77.0,-5.0,left
Rafael Martinho,26,2014,73.0,79.0,-6.0,left
Rafael Martinho,25,2013,67.0,76.0,-9.0,left
Rafael Martinho,24,2012,72.0,81.0,-9.0,left
Rafael Martinho,23,2011,72.0,78.0,-6.0,right
Rafael Martinho,22,2010,69.0,76.0,-7.0,right
Rafael Martinho,19,2007,69.0,76.0,-7.0,right
Rafael Martins,27,2016,76.0,78.0,-2.0,right
Rafael Martins,26,2015,74.0,76.0,-2.0,right
Rafael Martins,25,2014,66.0,71.0,-5.0,right
Rafael Martins,24,2013,66.0,71.0,-5.0,right
Rafael Martins,21,2010,66.0,71.0,-5.0,right
Rafael Martins,18,2007,66.0,71.0,-5.0,right
Rafael Miranda,30,2014,73.0,75.0,-2.0,left
Rafael Miranda,29,2013,73.0,75.0,-2.0,left
Rafael Miranda,28,2012,66.0,73.0,-7.0,left
Rafael Miranda,27,2011,70.0,74.0,-4.0,left
Rafael Miranda,26,2010,68.0,74.0,-6.0,left
Rafael Miranda,25,2009,69.0,74.0,-5.0,left
Rafael Miranda,24,2008,70.0,73.0,-3.0,left
Rafael Miranda,23,2007,62.0,68.0,-6.0,left
Rafael Romo,26,2016,68.0,70.0,-2.0,right
Rafael Romo,25,2015,68.0,72.0,-4.0,right
Rafael Romo,22,2012,68.0,72.0,-4.0,right
Rafael Romo,21,2011,64.0,76.0,-12.0,right
Rafael Romo,20,2010,64.0,76.0,-12.0,right
Rafael Romo,19,2009,62.0,76.0,-14.0,right
Rafael Romo,17,2007,62.0,76.0,-14.0,right
Rafael Santos,27,2011,70.0,76.0,-6.0,left
Rafael Santos,26,2010,70.0,76.0,-6.0,left
Rafael Santos,25,2009,67.0,76.0,-9.0,left
Rafael Santos,24,2008,67.0,76.0,-9.0,left
Rafael Santos,23,2007,67.0,76.0,-9.0,left
Rafael Sastre,37,2012,64.0,64.0,0.0,right
Rafael Sastre,36,2011,65.0,65.0,0.0,right
Rafael Sastre,35,2010,68.0,71.0,-3.0,right
Rafael Sastre,34,2009,65.0,69.0,-4.0,right
Rafael Sastre,33,2008,66.0,67.0,-1.0,right
Rafael Sastre,32,2007,67.0,72.0,-5.0,right
Rafael Schmitz,32,2012,71.0,71.0,0.0,left
Rafael Schmitz,31,2011,71.0,71.0,0.0,left
Rafael Schmitz,30,2010,71.0,80.0,-9.0,left
Rafael Schmitz,29,2009,71.0,80.0,-9.0,left
Rafael Schmitz,28,2008,71.0,80.0,-9.0,left
Rafael Schmitz,27,2007,81.0,84.0,-3.0,left
Rafael Toloi,26,2016,74.0,77.0,-3.0,right
Rafael Toloi,25,2015,74.0,80.0,-6.0,right
Rafael Toloi,24,2014,74.0,80.0,-6.0,right
Rafael Toloi,23,2013,74.0,81.0,-7.0,right
Rafael Toloi,22,2012,74.0,81.0,-7.0,right
Rafael Toloi,21,2011,74.0,81.0,-7.0,right
Rafael Toloi,20,2010,72.0,84.0,-12.0,right
Rafael Toloi,19,2009,71.0,82.0,-11.0,right
Rafael Toloi,18,2008,66.0,77.0,-11.0,right
Rafael Toloi,17,2007,66.0,77.0,-11.0,right
Rafael van der Vaart,33,2016,77.0,77.0,0.0,left
Rafael van der Vaart,32,2015,80.0,80.0,0.0,left
Rafael van der Vaart,31,2014,83.0,83.0,0.0,left
Rafael van der Vaart,30,2013,85.0,85.0,0.0,left
Rafael van der Vaart,29,2012,86.0,87.0,-1.0,left
Rafael van der Vaart,28,2011,85.0,88.0,-3.0,left
Rafael van der Vaart,27,2010,84.0,89.0,-5.0,left
Rafael van der Vaart,26,2009,85.0,90.0,-5.0,left
Rafael van der Vaart,25,2008,86.0,92.0,-6.0,left
Rafael van der Vaart,24,2007,87.0,92.0,-5.0,left
Rafael Veloso,21,2014,61.0,73.0,-12.0,right
Rafael Veloso,20,2013,61.0,73.0,-12.0,right
Rafael Veloso,14,2007,61.0,73.0,-12.0,right
Rafael,21,2011,75.0,81.0,-6.0,right
Rafael,20,2010,65.0,72.0,-7.0,right
Rafael,26,2016,80.0,82.0,-2.0,left
Rafael,22,2012,64.0,77.0,-13.0,left
Rafael,21,2015,58.0,68.0,-10.0,left
Rafael,20,2014,58.0,72.0,-14.0,left
Rafael,19,2013,58.0,72.0,-14.0,left
Rafael,13,2007,58.0,72.0,-14.0,left
Rafal Boguski,32,2016,63.0,63.0,0.0,right
Rafal Boguski,31,2015,63.0,63.0,0.0,right
Rafal Boguski,30,2014,63.0,63.0,0.0,right
Rafal Boguski,29,2013,61.0,61.0,0.0,right
Rafal Boguski,28,2012,64.0,66.0,-2.0,right
Rafal Boguski,27,2011,62.0,74.0,-12.0,right
Rafal Boguski,26,2010,62.0,74.0,-12.0,right
Rafal Boguski,25,2009,62.0,74.0,-12.0,right
Rafal Boguski,24,2008,58.0,67.0,-9.0,right
Rafal Boguski,23,2007,69.0,70.0,-1.0,right
Rafal Gikiewicz,29,2016,71.0,71.0,0.0,right
Rafal Gikiewicz,28,2015,68.0,70.0,-2.0,right
Rafal Gikiewicz,27,2014,66.0,69.0,-3.0,right
Rafal Gikiewicz,26,2013,63.0,66.0,-3.0,right
Rafal Gikiewicz,25,2012,62.0,62.0,0.0,right
Rafal Gikiewicz,24,2011,57.0,63.0,-6.0,right
Rafal Gikiewicz,23,2010,58.0,64.0,-6.0,right
Rafal Gikiewicz,22,2009,56.0,64.0,-8.0,right
Rafal Gikiewicz,20,2007,56.0,64.0,-8.0,right
Rafal Grodzicki,32,2015,64.0,64.0,0.0,right
Rafal Grodzicki,31,2014,64.0,64.0,0.0,right
Rafal Grodzicki,30,2013,64.0,66.0,-2.0,right
Rafal Grodzicki,29,2012,63.0,63.0,0.0,left
Rafal Grodzicki,28,2011,62.0,66.0,-4.0,left
Rafal Grodzicki,27,2010,64.0,68.0,-4.0,left
Rafal Grodzicki,26,2009,57.0,71.0,-14.0,left
Rafal Grodzicki,25,2008,54.0,71.0,-17.0,left
Rafal Grodzicki,24,2007,58.0,71.0,-13.0,left
Rafal Grzelak,28,2016,61.0,62.0,-1.0,left
Rafal Grzelak,27,2015,60.0,63.0,-3.0,left
Rafal Grzelak,26,2014,60.0,63.0,-3.0,left
Rafal Grzelak,19,2007,60.0,63.0,-3.0,left
Rafal Grzyb,33,2016,67.0,67.0,0.0,right
Rafal Grzyb,32,2015,64.0,64.0,0.0,right
Rafal Grzyb,31,2014,64.0,64.0,0.0,right
Rafal Grzyb,30,2013,62.0,62.0,0.0,right
Rafal Grzyb,29,2012,65.0,67.0,-2.0,right
Rafal Grzyb,28,2011,64.0,66.0,-2.0,right
Rafal Grzyb,27,2010,62.0,64.0,-2.0,right
Rafal Grzyb,26,2009,58.0,64.0,-6.0,right
Rafal Grzyb,25,2008,53.0,64.0,-11.0,right
Rafal Grzyb,24,2007,56.0,64.0,-8.0,right
Rafal Janicki,24,2016,66.0,70.0,-4.0,right
Rafal Janicki,23,2015,61.0,65.0,-4.0,right
Rafal Janicki,22,2014,60.0,64.0,-4.0,right
Rafal Janicki,21,2013,59.0,64.0,-5.0,right
Rafal Janicki,20,2012,54.0,64.0,-10.0,right
Rafal Janicki,19,2011,54.0,64.0,-10.0,right
Rafal Janicki,18,2010,53.0,63.0,-10.0,right
Rafal Janicki,15,2007,53.0,63.0,-10.0,right
Rafal Kosznik,33,2016,64.0,64.0,0.0,left
Rafal Kosznik,32,2015,65.0,65.0,0.0,left
Rafal Kosznik,31,2014,64.0,64.0,0.0,left
Rafal Kosznik,30,2013,54.0,54.0,0.0,left
Rafal Kosznik,26,2009,54.0,54.0,0.0,left
Rafal Kosznik,25,2008,54.0,54.0,0.0,left
Rafal Kosznik,24,2007,54.0,54.0,0.0,left
Rafal Makowski,20,2016,55.0,67.0,-12.0,right
Rafal Makowski,19,2015,55.0,67.0,-12.0,right
Rafal Makowski,11,2007,55.0,67.0,-12.0,right
Rafal Murawski,35,2016,69.0,69.0,0.0,right
Rafal Murawski,34,2015,67.0,67.0,0.0,right
Rafal Murawski,33,2014,68.0,68.0,0.0,right
Rafal Murawski,32,2013,68.0,68.0,0.0,right
Rafal Murawski,31,2012,72.0,72.0,0.0,right
Rafal Murawski,30,2011,73.0,76.0,-3.0,right
Rafal Murawski,29,2010,70.0,74.0,-4.0,right
Rafal Murawski,28,2009,68.0,71.0,-3.0,right
Rafal Murawski,27,2008,67.0,71.0,-4.0,right
Rafal Murawski,26,2007,69.0,68.0,1.0,right
Rafal Pietrzak,24,2016,50.0,55.0,-5.0,right
Rafal Pietrzak,15,2007,50.0,55.0,-5.0,right
Rafal Wolski,24,2016,70.0,74.0,-4.0,right
Rafal Wolski,23,2015,69.0,76.0,-7.0,right
Rafal Wolski,22,2014,68.0,81.0,-13.0,right
Rafal Wolski,21,2013,71.0,81.0,-10.0,right
Rafal Wolski,20,2012,66.0,69.0,-3.0,right
Rafal Wolski,19,2011,58.0,67.0,-9.0,right
Rafal Wolski,15,2007,58.0,67.0,-9.0,right
Raffael,31,2016,81.0,81.0,0.0,right
Raffael,30,2015,79.0,79.0,0.0,right
Raffael,29,2014,79.0,79.0,0.0,right
Raffael,28,2013,77.0,79.0,-2.0,right
Raffael,27,2012,77.0,79.0,-2.0,right
Raffael,26,2011,76.0,79.0,-3.0,right
Raffael,25,2010,76.0,84.0,-8.0,right
Raffael,24,2009,76.0,84.0,-8.0,right
Raffael,23,2008,76.0,86.0,-10.0,right
Raffael,22,2007,81.0,86.0,-5.0,right
Raffaele Bianco,29,2016,69.0,69.0,0.0,right
Raffaele Bianco,28,2015,62.0,65.0,-3.0,right
Raffaele Bianco,27,2014,63.0,68.0,-5.0,right
Raffaele Bianco,22,2009,63.0,68.0,-5.0,right
Raffaele Bianco,21,2008,63.0,68.0,-5.0,right
Raffaele Bianco,20,2007,63.0,68.0,-5.0,right
Raffaele De Vita,28,2015,61.0,61.0,0.0,right
Raffaele De Vita,27,2014,61.0,61.0,0.0,right
Raffaele De Vita,26,2013,61.0,61.0,0.0,right
Raffaele De Vita,25,2012,56.0,64.0,-8.0,right
Raffaele De Vita,24,2011,55.0,64.0,-9.0,right
Raffaele De Vita,20,2007,55.0,64.0,-9.0,right
Raffaele Maiello,25,2016,66.0,70.0,-4.0,right
Raffaele Maiello,24,2015,64.0,68.0,-4.0,right
Raffaele Maiello,23,2014,66.0,74.0,-8.0,right
Raffaele Maiello,22,2013,64.0,74.0,-10.0,right
Raffaele Maiello,21,2012,58.0,72.0,-14.0,right
Raffaele Maiello,20,2011,64.0,75.0,-11.0,right
Raffaele Maiello,19,2010,53.0,71.0,-18.0,right
Raffaele Maiello,16,2007,53.0,71.0,-18.0,right
Raffaele Palladino,32,2016,72.0,72.0,0.0,right
Raffaele Palladino,31,2015,72.0,72.0,0.0,right
Raffaele Palladino,30,2014,72.0,72.0,0.0,right
Raffaele Palladino,29,2013,74.0,76.0,-2.0,right
Raffaele Palladino,28,2012,73.0,78.0,-5.0,right
Raffaele Palladino,27,2011,75.0,83.0,-8.0,right
Raffaele Palladino,26,2010,78.0,83.0,-5.0,right
Raffaele Palladino,25,2009,78.0,85.0,-7.0,right
Raffaele Palladino,24,2008,78.0,85.0,-7.0,right
Raffaele Palladino,23,2007,75.0,88.0,-13.0,right
Raffaele Pucino,25,2016,67.0,72.0,-5.0,right
Raffaele Pucino,24,2015,62.0,67.0,-5.0,right
Raffaele Pucino,23,2014,63.0,67.0,-4.0,right
Raffaele Pucino,22,2013,63.0,67.0,-4.0,right
Raffaele Pucino,21,2012,62.0,72.0,-10.0,right
Raffaele Pucino,20,2011,50.0,55.0,-5.0,right
Raffaele Pucino,16,2007,50.0,55.0,-5.0,right
Raffaele Rubino,36,2014,62.0,62.0,0.0,right
Raffaele Rubino,35,2013,61.0,61.0,0.0,right
Raffaele Rubino,34,2012,62.0,62.0,0.0,right
Raffaele Rubino,33,2011,63.0,65.0,-2.0,right
Raffaele Rubino,32,2010,62.0,65.0,-3.0,right
Raffaele Rubino,29,2007,62.0,65.0,-3.0,right
Raffaele Schiavi,30,2016,66.0,66.0,0.0,right
Raffaele Schiavi,29,2015,65.0,65.0,0.0,right
Raffaele Schiavi,28,2014,69.0,74.0,-5.0,right
Raffaele Schiavi,27,2013,64.0,70.0,-6.0,right
Raffaele Schiavi,26,2012,67.0,70.0,-3.0,right
Raffaele Schiavi,25,2011,64.0,75.0,-11.0,right
Raffaele Schiavi,24,2010,64.0,75.0,-11.0,right
Raffaele Schiavi,23,2009,64.0,79.0,-15.0,right
Raffaele Schiavi,22,2008,62.0,79.0,-17.0,right
Raffaele Schiavi,21,2007,58.0,70.0,-12.0,right
Rafidine Abdullah,22,2016,68.0,72.0,-4.0,right
Rafidine Abdullah,21,2015,68.0,71.0,-3.0,right
Rafidine Abdullah,20,2014,62.0,76.0,-14.0,right
Rafidine Abdullah,19,2013,62.0,76.0,-14.0,right
Rafidine Abdullah,18,2012,60.0,76.0,-16.0,left
Rafidine Abdullah,13,2007,60.0,76.0,-16.0,left
Rafik Halliche,28,2014,68.0,73.0,-5.0,right
Rafik Halliche,27,2013,69.0,73.0,-4.0,right
Rafik Halliche,26,2012,71.0,73.0,-2.0,right
Rafik Halliche,24,2010,71.0,73.0,-2.0,right
